GeneID	GSM6423489	GSM6423490	GSM6423495	GSM6423496	GSM6423497	GSM6423498	GSM6423499	GSM6423500
100507091	2	2	0	1	0	0	0	1
10198	1208	888	11	92	169	123	80	18
91574	488	453	402	363	376	381	408	436
8099	2109	1999	650	762	1945	2024	2115	1845
55206	5288	4180	23	444	976	1152	581	169
102466877	12	13	0	1	1	2	1	1
112268105	2	4	3	4	5	2	2	0
387893	2026	1939	898	971	959	931	964	1007
196383	525	489	304	181	323	330	290	404
11066	510	481	318	237	334	345	363	418
353116	683	684	267	256	509	553	518	591
100500909	0	0	0	0	0	0	0	0
101927415	27	43	14	13	11	8	15	11
10959	9996	10229	983	2407	5630	5954	5012	4450
57696	1169	1095	376	447	811	756	744	844
105370041	62	65	10	15	37	36	37	39
109616977	2	3	1	2	4	4	3	1
1967	1570	1363	345	358	1017	1027	985	953
2967	1409	1296	252	590	456	480	446	227
79867	281	381	36	46	199	216	206	179
23545	687	695	198	525	606	561	500	471
105370042	3	1	0	1	1	1	1	0
196385	12	12	14	29	26	24	34	17
105370044	5	2	1	1	0	1	0	0
80212	136	196	138	122	492	578	592	517
100533183	109	102	4	35	58	72	54	22
144348	5460	5400	159	1649	3263	3443	2759	1028
144347	1	0	0	0	0	0	0	0
9612	8206	7257	3037	2633	5066	5332	5322	5099
102466204	0	0	0	0	0	1	0	0
105370047	15	11	1	1	9	9	9	9
101927436	0	0	0	0	0	0	0	0
949	2396	2523	1333	1052	2433	2479	2736	3185
105370050	0	0	0	0	0	0	0	0
107984444	3	0	0	3	1	0	0	0
105370051	0	1	2	0	5	4	5	4
7316	29811	38236	25326	17843	19440	20201	22425	30238
100847004	0	0	2	0	1	0	0	3
100189232	0	0	0	0	0	0	0	0
100189343	0	0	0	0	0	0	0	0
100009606	0	0	0	0	0	0	0	0
100189347	1	0	0	0	1	1	1	1
100189339	0	0	0	0	0	0	1	0
57647	1954	1478	1458	953	1710	1459	1307	2186
140707	2360	2258	351	561	1494	1356	1357	1251
102659353	724	647	101	178	437	379	387	385
105370052	2	0	0	1	0	1	0	0
65985	838	1107	571	421	658	633	641	692
105370053	0	0	0	0	0	0	0	0
114795	0	0	1	0	0	1	0	2
105370054	0	0	0	0	0	0	0	0
107984445	0	0	0	0	0	0	0	0
105370055	0	0	0	0	0	0	0	0
400084	0	0	0	0	0	0	0	0
105370057	0	0	0	0	0	0	0	0
105370058	0	0	0	0	0	0	0	0
105370056	0	0	0	0	0	0	0	0
101927464	0	0	0	0	0	0	0	0
107984447	0	0	0	0	0	0	0	0
107984446	0	0	0	0	0	0	0	0
105379613	0	0	0	0	0	0	0	0
101927531	0	0	0	0	0	0	0	0
107984448	0	0	0	0	0	0	0	0
283435	0	0	0	0	0	0	0	0
105370059	0	0	0	0	0	0	0	0
100128554	0	0	0	0	0	0	0	0
100996671	0	0	0	0	0	0	0	0
105370060	0	0	0	0	0	0	0	0
387895	1	0	0	0	8	6	6	5
100507206	0	0	0	0	0	0	0	0
440117	0	0	0	0	0	0	0	0
105370061	0	0	0	0	0	0	0	0
101927592	0	0	0	0	2	3	6	4
105370063	0	0	0	0	1	0	1	0
107984449	0	0	0	0	120	133	155	97
107984450	0	0	0	0	22	18	25	11
105370062	0	0	0	0	67	70	77	49
105370064	0	2	0	0	0	0	0	0
105370065	0	1	0	0	0	0	1	0
101927616	0	0	0	0	0	0	0	0
105370066	0	0	0	0	0	0	0	0
105370067	0	0	0	0	0	0	0	0
101927637	0	0	0	0	0	0	0	0
105370068	0	0	0	0	0	0	0	0
105370069	0	0	0	0	0	0	0	0
400087	0	0	0	0	0	0	0	0
104472718	0	0	0	0	0	0	0	0
100862680	0	0	0	0	0	0	0	0
105370070	0	0	0	0	0	0	0	0
105370071	0	0	0	0	0	0	0	0
100996679	0	0	0	0	0	0	0	0
101927694	0	0	0	0	0	0	0	0
107987176	0	0	0	0	0	0	0	0
92293	0	0	0	0	2	0	1	0
100500817	0	0	0	0	0	0	0	0
121260	455	506	119	155	283	374	429	322
100128276	0	0	0	0	0	0	0	0
144423	11	9	0	1	0	1	1	0
105370073	0	0	0	0	0	0	0	0
121256	0	0	17	3	17	17	10	11
283352	0	0	0	0	0	0	0	0
101927735	0	0	0	0	0	0	0	0
105370074	0	0	0	0	0	0	0	0
105370076	0	0	0	0	0	0	0	0
100190940	0	0	0	0	0	0	0	0
105370077	0	0	0	0	0	0	0	0
105370078	0	0	0	0	0	0	0	0
440119	0	0	0	0	0	0	0	0
11211	0	0	2	0	0	2	0	0
107984480	0	0	0	0	0	0	0	0
101927786	0	0	0	0	0	0	0	0
9271	0	0	0	0	0	0	2	0
23504	0	2	0	1	1	0	1	0
105370079	0	0	0	0	0	0	0	0
105370080	1	2	0	0	1	3	0	2
107984451	3	1	1	0	2	0	1	3
2054	744	925	197	453	760	997	1059	578
5901	13411	11997	4385	3067	10694	10436	11437	12064
283383	1	4	1	2	2	3	1	1
105755954	0	0	0	0	0	0	0	0
107984452	0	0	0	0	0	0	0	0
116437	0	0	0	0	0	0	0	0
105370082	2	0	0	0	0	0	0	0
107987177	0	0	0	0	0	0	0	1
100128002	0	0	0	0	0	0	1	1
107161159	0	0	0	0	0	0	1	1
105370083	0	0	0	0	0	0	0	0
338797	0	0	0	0	0	0	0	0
101929974	0	0	0	0	0	0	0	0
105370084	0	0	0	0	0	0	0	0
105370085	0	0	0	0	0	0	0	0
105370086	0	0	0	0	0	0	0	0
100996701	0	0	0	0	0	0	0	0
105370087	0	0	0	0	0	0	0	0
6433	1580	1679	431	425	1346	1357	1388	1468
105370088	0	1	1	1	0	1	0	1
4326	224	249	269	259	471	635	675	516
8408	810	1337	976	749	934	1109	1481	1210
107984455	8	0	14	10	5	8	3	5
80324	1209	821	990	668	751	770	714	871
57634	4912	4767	1230	1773	3328	3368	3422	3194
677829	4	2	0	0	2	1	0	1
347918	106	125	54	58	159	166	168	90
317781	710	659	437	286	770	810	688	786
79050	915	853	422	268	667	664	605	764
105370090	6	3	0	1	0	1	0	0
107984456	0	0	1	0	0	0	0	0
100996246	18	19	16	11	8	12	17	10
50614	0	1	15	10	11	13	18	8
105370091	0	1	3	1	1	4	2	3
100130238	0	0	21	10	43	46	34	21
101928416	0	0	0	0	0	0	0	2
105370092	1	7	0	0	1	0	0	3
112268102	12	21	0	0	1	2	3	2
100129528	0	0	2	0	3	0	0	0
57666	1264	1185	674	558	1805	1796	1821	2086
102465975	1	1	0	1	1	0	0	1
105370094	0	0	2	0	0	0	0	0
100507055	0	2	2	0	0	0	0	0
22953	13	20	4	3	3	6	0	2
5426	3550	3818	1145	905	2047	2169	2129	2198
5827	207	259	198	125	134	144	159	146
192111	2149	1657	1090	731	2140	2004	1962	2832
23141	3624	4191	1002	1015	1871	1746	1668	2021
2802	4438	4444	1880	1719	4552	5004	5663	6701
55743	528	630	274	229	477	560	610	639
101928530	4	0	14	20	1	1	4	4
100289635	651	607	33	51	176	187	102	61
7574	403	370	21	105	259	254	178	123
101928597	0	0	0	0	0	0	0	0
7637	901	801	12	46	21	24	25	6
7699	295	290	35	102	11	16	12	3
101060200	50	71	4	10	13	10	8	6
7556	137	114	7	23	7	9	10	6
10795	1004	791	38	54	6	1	1	0
647589	0	0	0	0	0	0	0	0
26080	0	0	0	0	4	1	2	4
105379278	0	0	0	0	0	1	0	0
100874164	1	0	0	0	0	0	0	0
284232	0	2	1	0	2	0	0	0
100652856	0	0	0	0	0	0	0	0
348021	0	0	0	0	0	0	0	0
107984132	0	0	0	0	0	0	0	0
7278	0	0	0	0	0	1	1	0
101928697	0	0	0	1	0	0	0	1
100101938	0	0	2	0	0	1	0	0
100287114	0	0	0	0	0	0	0	0
93492	4	1	0	0	1	2	0	1
100874136	0	0	0	0	0	0	0	0
54737	1958	1778	93	353	563	554	346	198
55269	2650	2060	1089	983	1027	989	1048	1279
9205	343	355	39	106	60	61	46	36
7750	3027	3140	37	295	355	336	192	62
104355137	0	0	0	0	0	0	0	0
105370101	0	2	0	1	2	0	0	1
2700	129	240	46	97	71	58	56	71
107984553	1	1	0	0	0	1	1	0
2706	505	970	11	20	200	247	271	161
10804	79	138	0	0	0	1	0	0
105370102	0	0	0	0	0	0	0	0
51084	97	185	69	55	169	206	224	148
100616304	0	0	0	0	0	0	0	0
105370103	2	2	3	1	1	0	0	0
8100	242	245	3	18	31	44	20	7
53342	127	151	11	25	42	51	45	35
221143	66	70	47	64	90	94	96	118
64328	3207	2942	30	401	558	578	306	103
101930748	0	0	0	1	0	0	0	0
26524	869	1095	419	972	206	250	249	194
105370104	0	0	0	0	0	0	0	0
10284	2766	2828	1122	974	831	844	871	1088
221150	1631	1335	64	272	355	263	182	109
78988	1274	1173	649	445	497	474	467	552
103689843	0	0	0	0	0	0	0	0
105370105	6	3	0	0	0	0	0	0
101928764	21	17	2	0	3	2	4	1
650794	192	150	13	19	52	25	16	21
100652865	21	16	1	3	2	2	0	1
2871	2	0	0	1	2	1	0	1
253832	2955	3121	38	234	393	282	135	91
221154	891	857	52	93	80	70	58	40
107984582	0	0	0	0	0	0	0	0
2254	1	0	2	0	0	0	0	0
100874182	0	0	0	0	0	0	0	0
105370108	0	0	0	0	0	0	0	0
100506622	0	0	0	0	0	0	0	0
107984599	0	0	0	0	0	0	0	0
100996930	6	0	4	4	0	1	0	0
105370109	0	0	0	0	0	0	0	0
646201	0	0	0	0	0	0	0	0
105370111	0	0	0	0	0	0	0	0
105370112	0	0	0	0	0	0	0	0
6445	5	0	4	1	0	1	1	0
107984585	6	1	0	0	0	0	0	0
26278	4676	3038	90	245	351	251	177	113
100506680	0	1	0	1	0	0	0	0
100506697	0	1	1	2	4	4	4	3
55504	99	111	0	2	52	92	54	20
105370114	2	4	0	0	1	0	1	0
105370113	11	3	0	1	67	82	118	68
4285	605	632	67	74	230	306	300	219
542767	7	18	6	2	2	7	5	8
387911	7	11	6	2	2	3	3	6
400110	19	36	0	0	0	0	1	0
105370115	5	8	0	0	0	0	0	0
221178	1134	1032	21	225	569	655	710	232
100313842	1	0	0	0	1	0	0	0
100874231	0	0	0	0	0	0	0	0
338872	1	1	1	0	0	0	1	0
100861547	0	2	0	0	0	0	0	0
143	3010	3957	88	1318	1632	1659	1215	294
105370117	1	5	13	9	4	4	5	2
105370295	0	0	0	0	0	0	0	0
101927375	0	2	0	0	1	0	0	0
374491	5	4	3	5	0	0	0	0
107984610	0	0	0	0	0	0	0	0
479	3	2	3	5	1	0	0	1
105370118	0	0	0	0	0	0	0	0
56163	80	107	12	25	7	4	5	2
112268115	0	7	0	1	0	0	0	0
55835	1459	1328	11	92	109	128	89	33
107987187	0	1	0	1	0	0	0	0
646405	13	22	4	18	0	0	1	0
105370119	1	0	0	0	0	0	0	0
105370120	0	0	0	0	0	0	0	0
5042	68	86	17	35	62	59	65	51
219287	0	0	0	0	0	0	1	0
101928922	0	0	0	0	0	0	0	0
102723318	0	0	0	0	0	0	0	0
105370121	4	0	0	1	0	0	0	0
9107	1219	1197	37	172	161	150	64	41
9818	3622	3408	177	1473	770	713	491	262
51761	172	181	1	1	27	17	13	15
105370122	0	2	0	0	1	1	1	0
387914	75	70	1	0	556	637	534	575
107984009	0	0	0	0	0	0	0	0
6049	2687	2111	28	207	172	130	70	34
1024	1270	1189	124	303	282	263	239	196
10810	393	544	51	128	108	96	79	59
107984597	2	1	0	0	0	0	0	0
2835	0	0	0	0	1	0	0	0
105370124	5	6	0	1	0	0	3	1
219333	1679	1702	86	524	611	671	395	169
100874070	0	1	0	0	0	0	0	2
100874071	0	2	2	5	4	0	4	2
105370125	4	6	6	21	16	20	13	7
102723332	2	0	3	5	1	1	1	0
6144	4672	4485	1700	1980	2076	2383	2703	2184
26771	62	49	10	19	22	31	32	15
619499	6	1	0	3	2	4	7	3
387496	29	39	65	42	230	301	495	279
105370126	2	1	0	0	1	1	2	0
2971	948	1028	461	358	1417	1529	1674	1671
219402	726	735	83	139	167	206	167	94
222484	1075	1042	63	181	199	176	167	88
51082	1922	1816	341	394	503	500	601	536
105370128	0	0	0	0	0	0	0	0
105370129	1	0	0	0	1	1	0	1
219409	0	0	0	0	0	0	0	0
100861550	0	0	0	0	0	1	0	0
105370130	0	0	0	0	0	0	0	0
3651	60	60	4	6	0	0	0	0
100132234	1	1	8	6	2	2	0	0
1045	0	0	1	1	0	0	0	0
646625	0	0	0	0	0	1	0	0
105370132	0	0	0	0	0	1	0	0
2322	7	3	0	3	2	3	3	0
255967	1315	1458	22	190	167	216	113	31
100288730	41	44	11	15	8	11	6	6
2321	1	22	0	0	1	1	1	0
105370135	2	14	1	0	0	0	0	1
51371	1389	1432	232	280	298	320	259	304
283537	81	124	33	134	37	52	38	14
23281	9	31	5	3	3	2	0	0
100874107	0	0	3	0	0	0	0	0
6541	7293	7191	8058	7330	1782	1767	1746	1684
102723345	37	46	3	2	0	0	0	0
105370139	1	0	0	0	0	0	0	0
5412	591	792	55	147	132	99	62	67
100874059	0	0	0	0	0	0	0	0
100861573	0	0	0	0	0	0	0	0
440131	0	0	0	0	0	0	0	0
100874146	3	12	0	0	0	0	0	0
102157400	1	0	0	0	0	0	0	0
105370141	4	0	0	0	0	0	0	0
84056	928	1142	26	162	129	134	117	35
102723381	0	3	0	0	0	0	0	0
100188949	1	0	0	0	0	0	0	0
103724387	0	6	1	0	0	1	0	0
171222	4	7	1	1	2	1	3	2
107984577	0	3	0	0	1	0	0	0
3146	13027	10596	1629	2189	3364	3073	2480	2124
10208	437	506	2	31	81	63	33	10
100189036	0	0	0	0	0	0	0	0
241	29	33	23	13	1	0	0	0
100874158	0	0	0	1	0	0	0	0
440132	0	0	0	0	0	0	0	0
100507064	0	0	0	0	0	0	0	0
84935	0	0	0	0	0	0	1	0
122046	0	0	0	0	0	0	0	0
105370145	0	0	0	0	0	0	0	0
102723392	0	0	0	0	0	0	0	0
10808	12554	9958	28	134	1331	1217	682	359
105370148	1	1	0	2	0	2	0	1
145173	576	562	68	191	112	99	66	54
105370150	0	0	0	0	0	0	0	0
122042	0	0	2	0	0	0	0	0
105370152	2	0	0	0	0	0	0	0
196549	0	4	2	1	0	0	0	0
100507099	0	2	0	0	0	0	0	0
10129	12	45	7	35	1	3	1	2
646799	0	6	7	6	0	1	1	0
675	1837	1399	6	63	51	27	11	5
90634	61	143	14	30	13	17	17	4
10443	1182	1346	51	195	136	123	67	37
100462953	1	4	0	0	0	1	0	0
116828	80	61	1	5	7	7	3	1
107984584	0	2	0	0	0	0	0	0
23047	2457	1977	14	83	198	182	58	19
100874167	0	1	0	0	0	0	0	0
9365	2	0	3	0	0	1	0	1
90627	865	914	53	142	145	140	145	89
100874241	4	3	0	0	0	2	0	0
105370154	0	0	0	0	2	0	0	1
112268116	9	3	1	1	2	4	2	3
102723406	11	17	0	0	1	1	3	4
107984551	4	24	5	2	1	0	3	3
5983	1587	1545	14	91	191	225	116	64
105370156	1	2	0	0	0	0	0	1
107984589	3	2	0	0	0	0	0	0
105370158	0	0	0	0	0	0	0	0
100874179	0	0	0	0	0	0	0	0
105370159	0	0	0	0	0	0	0	0
107987189	0	0	0	0	0	0	0	0
26960	91	52	5	25	56	72	25	12
4081	8	3	0	0	0	0	0	0
105370161	0	0	0	0	0	0	0	0
100507114	0	0	0	0	0	0	0	0
9201	6	13	3	0	0	2	3	0
105370163	0	0	0	0	0	0	0	0
107984604	0	0	0	0	0	0	0	0
100526761	10	9	4	15	2	1	0	0
54937	4	1	1	1	1	1	0	0
728591	18	12	4	20	10	6	3	1
23111	1086	1089	51	240	139	133	63	61
100507135	5	6	2	4	1	0	0	0
8900	93	73	13	13	22	28	54	32
102723490	0	0	0	0	0	0	1	0
400120	2	0	0	0	0	0	0	0
5994	191	166	27	58	37	47	21	20
4093	24	37	37	116	9	11	9	5
29880	540	435	109	195	134	142	102	103
11340	756	644	147	418	165	190	139	63
55578	1851	1844	56	678	295	352	292	87
105370165	58	53	3	22	11	12	8	4
122011	0	0	0	0	0	0	1	0
105377814	1	6	0	0	0	0	0	0
103695431	0	0	0	0	0	0	0	0
400121	0	0	0	0	0	0	0	0
10631	1	2	1	1	0	0	0	0
7223	9	14	0	1	0	0	0	0
101929077	5	4	0	0	0	0	0	0
100874188	4	9	2	2	1	2	0	0
51569	1830	1864	53	248	235	192	110	66
101929121	0	0	0	0	0	0	0	0
105370167	0	0	0	0	0	0	0	0
100874147	0	0	0	0	0	0	0	0
341640	27	32	11	59	2	3	3	3
100874073	0	0	0	0	0	0	0	0
161003	0	0	0	0	1	0	0	0
80209	2737	2613	256	873	908	980	953	512
387921	392	558	30	100	68	70	59	28
105370169	0	0	0	0	0	0	0	0
105370168	0	0	0	0	0	0	0	0
107984579	0	0	0	0	0	0	0	0
107984580	5	0	0	0	2	0	0	0
10186	861	852	401	451	186	169	181	205
105370170	1	3	0	0	0	0	0	0
57511	571	722	11	54	97	104	36	20
100422940	0	0	0	0	0	0	0	0
105370171	0	0	0	0	0	0	0	0
107984569	0	0	0	0	0	0	0	0
100874127	0	0	0	0	0	0	0	0
400123	0	0	0	0	0	0	0	0
646982	13	13	0	5	0	0	0	0
2308	858	1008	43	196	71	101	113	18
100313896	0	0	0	0	0	0	0	0
10240	637	495	38	74	74	73	58	41
10166	409	351	378	304	215	270	242	225
100616668	68	95	52	47	39	43	37	43
693206	24	22	20	15	12	18	13	12
283507	6	6	4	7	3	3	2	2
1997	1824	2669	125	404	160	193	160	98
100189333	3	2	0	0	0	0	0	0
11193	782	671	35	85	55	46	30	27
100422878	0	0	0	0	0	0	0	0
89890	1059	1027	47	252	281	321	214	130
101929140	13	21	10	19	6	4	7	5
84078	296	471	15	52	75	74	77	30
9617	273	299	22	50	61	52	48	23
105370173	0	0	0	0	0	0	0	0
79612	918	855	15	92	103	123	76	32
100506759	1	1	1	1	0	0	0	0
28984	37	71	24	16	3	2	7	6
105370174	35	28	1	10	9	8	4	2
105370175	0	0	0	0	0	0	0	0
23078	1209	1144	53	297	252	277	191	71
100847026	10	10	0	0	2	4	2	0
100507240	1	0	3	1	2	3	1	0
105370176	0	0	0	0	0	0	0	0
160851	1928	1690	30	131	166	141	65	26
11215	3512	3038	6	148	104	61	41	13
105370177	0	0	0	0	0	0	0	0
8600	0	5	0	0	1	0	0	0
144809	0	0	0	0	0	0	0	0
107984611	0	0	0	0	0	0	0	0
103689845	0	0	0	0	0	0	0	0
104355147	0	0	0	0	0	0	0	0
94240	248	552	0	0	1	0	0	1
105370178	1	0	0	0	0	0	0	0
105370179	0	0	0	0	0	0	0	0
29103	21	31	1	0	1	0	0	1
100874159	0	0	0	0	0	0	0	0
55068	42	42	10	23	23	18	9	19
100874130	0	0	0	0	0	0	0	0
105370181	5	6	0	0	0	3	3	0
160857	193	241	49	97	56	45	40	25
144811	418	518	6	19	18	12	6	6
107984576	1	0	0	0	0	0	0	0
105370182	0	8	0	0	0	0	0	0
121838	0	0	0	0	0	0	0	0
105370183	0	2	1	0	0	0	0	0
101929212	8	9	8	9	3	2	3	1
79024	6	7	1	2	3	1	1	1
100874377	0	1	0	1	1	0	0	0
107984601	0	0	0	0	0	0	0	0
102465876	0	0	0	0	0	0	0	0
107984552	2	23	1	0	9	7	4	2
105370297	5	11	0	0	1	1	0	0
387923	68	59	0	0	12	8	17	15
400128	0	0	0	0	0	0	0	0
8848	2056	2103	309	576	1568	1580	1716	1469
641467	58	51	13	27	50	39	38	39
106144541	0	0	0	0	0	0	0	0
105370185	0	1	0	0	0	0	0	0
144817	0	0	0	0	0	0	0	0
105370187	0	0	0	0	0	0	0	0
107984619	0	0	0	0	0	0	2	0
100189030	0	0	0	0	0	0	0	0
26747	627	550	73	134	204	176	182	119
55425	1175	1313	89	300	259	295	266	104
105370188	0	0	0	0	0	0	0	0
107984596	0	0	0	0	0	0	0	0
101929259	0	0	0	0	0	0	0	0
2963	1425	1276	110	274	240	239	145	107
386618	1	1	0	1	1	0	0	0
105370190	0	0	0	0	0	0	0	0
7178	29415	33483	13459	11481	12522	14110	15612	14986
109616966	10	2	1	1	1	2	1	2
677814	15	12	6	10	6	9	8	6
100190939	172	182	69	100	76	105	100	66
253512	586	505	40	206	259	283	217	130
100874259	15	8	1	7	11	10	8	6
83548	734	854	46	274	239	269	237	107
220081	0	0	0	0	0	2	0	0
103752581	0	0	0	0	0	0	0	0
220082	0	0	0	0	0	1	1	0
283514	7	5	0	0	0	1	0	0
105370191	0	0	0	0	0	0	0	0
23091	5940	4334	34	147	335	227	116	57
100509894	2	4	1	2	1	0	0	0
1361	2	1	1	1	0	1	0	0
3936	1775	5475	6	15	8	8	5	2
105370192	0	0	0	0	0	0	0	0
107984578	0	1	0	1	0	0	0	0
220416	0	2	1	0	0	0	0	0
105370194	0	1	0	0	0	0	0	0
100861554	0	0	0	0	0	0	0	0
80183	26	73	7	6	1	1	1	0
101929344	1	1	0	0	0	0	0	0
112268117	0	0	0	0	0	0	0	0
23143	1342	1449	34	272	265	314	216	94
107984563	0	0	0	0	0	0	0	0
2098	793	925	123	312	222	260	219	127
3356	0	0	0	0	4	1	0	1
100874082	0	0	0	0	0	0	0	0
107984594	0	0	0	0	0	0	0	0
105370195	0	0	0	0	0	1	0	0
105370196	0	2	0	0	2	0	0	2
107984570	23	16	0	6	18	14	9	6
100861549	11	4	0	3	2	1	2	1
8803	1451	1423	34	78	262	235	122	84
55270	2172	1968	282	408	552	537	559	455
29079	1021	1044	74	140	216	211	160	126
100873965	375	410	24	60	84	86	57	52
105370198	4	2	0	0	0	0	0	1
9445	5052	8703	455	925	689	904	873	560
100862704	3	8	0	0	0	0	0	0
5925	3002	2870	16	134	235	203	118	35
112268118	96	99	1	4	6	7	3	4
10161	13	22	0	1	21	39	28	5
1102	149	188	12	27	28	24	21	16
105370201	0	0	0	0	0	0	0	0
100129597	0	0	0	0	0	0	0	0
105370202	0	0	0	0	0	0	0	0
57105	0	1	1	0	0	0	0	0
107984559	0	0	0	1	0	0	0	0
22862	2432	2221	39	163	290	253	114	65
2862	0	3	2	5	3	3	3	0
105370203	13	24	48	32	17	19	23	10
81602	207	205	93	69	74	93	69	53
81617	119	153	25	64	71	68	81	46
107303344	292	338	28	61	33	35	27	17
83852	244	225	13	46	29	32	15	7
51131	143	205	20	35	17	21	20	11
55213	872	1030	74	316	179	200	204	60
105370204	0	0	0	0	0	1	1	0
115761	2	11	0	0	0	2	0	0
105370205	3	1	1	1	4	8	7	7
84650	201	137	131	99	103	131	128	130
3839	2789	2477	27	201	337	373	229	85
220429	0	0	0	0	0	0	1	0
57213	593	589	260	443	217	203	196	192
8847	358	250	23	33	34	38	36	21
100500908	4	0	0	0	0	0	0	0
10206	427	440	66	126	99	89	98	69
283518	54	58	6	12	16	12	10	2
406950	0	0	0	0	0	0	0	0
406948	0	0	0	0	0	0	0	0
10301	242	130	54	112	113	91	61	66
145165	109	81	23	26	43	52	51	44
103689915	0	0	0	0	0	0	0	0
107984568	0	0	0	0	0	0	0	0
220107	5	4	0	0	0	0	0	0
107984567	6	6	0	1	0	1	0	0
100874074	0	0	0	0	0	0	0	0
100874255	1	3	1	1	0	1	0	0
79621	468	564	134	208	111	131	87	88
2974	0	2	10	9	10	9	7	5
647166	0	0	0	0	0	0	0	0
107984554	0	0	0	0	0	0	0	0
220108	21	25	41	42	101	103	107	90
647174	170	105	3	28	28	25	16	8
100847003	2	0	0	0	0	0	0	0
26512	1711	1594	103	396	243	236	156	96
100507398	12	22	9	3	1	4	6	6
100616423	2	0	0	0	0	0	0	0
115825	706	685	225	618	306	400	426	309
79758	41	72	61	47	14	13	15	21
107984561	0	5	0	0	0	2	0	0
283521	1	2	0	0	0	0	0	1
83446	1	1	1	0	2	0	0	2
540	145	206	168	185	300	296	396	325
440138	767	742	28	181	182	199	138	99
9724	546	504	13	114	106	125	61	32
341676	20	12	2	5	1	6	4	2
101929657	0	0	0	1	0	0	0	0
4752	230	317	28	114	18	18	30	10
100887750	139	126	47	87	36	38	57	20
644623	2	3	0	0	0	0	0	0
103191607	0	0	0	0	0	0	0	0
105370207	1	6	0	0	0	0	1	0
55901	629	666	46	44	26	38	56	67
51028	1547	1359	45	207	226	243	156	59
26586	5530	4839	31	119	328	180	113	59
105370208	0	4	0	3	0	1	1	1
220115	7	6	0	0	0	0	0	0
144983	773	649	107	183	172	184	162	138
10910	2397	2240	263	450	404	364	262	266
11061	0	0	1	0	0	0	0	0
100313778	0	0	0	0	0	0	0	0
5100	0	0	0	1	0	0	0	1
10562	4	2	0	0	0	1	0	0
102723875	0	0	0	0	0	0	0	0
105370210	0	0	0	0	0	0	0	0
100861552	0	0	0	0	0	0	0	0
100507428	0	0	0	0	0	0	0	0
100302187	0	0	0	0	0	0	0	0
105370213	0	0	0	0	0	0	0	0
100846996	0	0	0	0	0	0	0	0
105370214	0	0	0	0	0	0	0	0
122183	0	0	0	0	0	0	0	0
729233	0	0	0	0	0	0	1	0
729240	0	0	1	0	1	1	1	1
729246	0	0	1	1	1	1	1	1
729250	0	0	0	0	0	0	0	0
105370216	0	0	0	0	0	0	0	0
105370217	0	0	0	0	0	0	0	0
27253	0	0	0	1	4	0	0	0
101926897	0	0	0	0	0	0	0	0
106144531	0	0	0	0	0	0	0	0
105370218	0	0	0	0	0	0	0	0
105370219	0	0	0	0	0	0	0	0
105370220	2	0	0	0	0	0	0	0
105370221	0	0	0	0	0	0	0	0
105370224	0	0	0	0	0	0	0	0
105370223	0	0	0	0	0	0	0	0
105370222	0	0	0	0	0	0	0	0
107984625	0	0	0	0	0	0	2	0
81624	2239	2522	47	202	156	115	54	39
100874195	97	111	2	11	5	4	3	1
100874196	1	3	0	0	0	1	0	0
105370227	2	3	1	1	0	0	0	0
100874169	0	0	0	0	0	0	0	0
105370228	0	0	0	0	0	0	0	0
81550	537	503	5	46	40	68	31	14
105370230	0	0	0	0	0	0	0	0
101926930	0	0	0	0	0	0	0	0
103456507	0	0	0	0	0	0	0	0
102723910	0	0	0	0	0	0	0	0
100422973	0	0	0	0	0	0	0	0
64881	56	29	0	1	1	3	1	1
101926951	0	0	0	0	0	0	0	0
105370231	0	0	0	0	0	0	0	0
100874143	0	0	0	0	0	0	0	0
103752583	0	0	0	0	0	0	0	0
106144607	0	0	0	0	0	0	0	0
100874180	0	0	0	0	0	0	0	0
105370232	0	0	0	0	0	0	0	0
100874176	0	0	0	0	0	0	0	0
105370233	0	0	0	0	0	0	0	0
105370234	0	0	0	0	0	0	0	0
104355293	0	0	0	0	0	0	0	0
105370237	0	0	0	0	0	0	0	0
105370236	0	0	0	0	0	0	0	0
100874157	0	0	0	0	0	0	0	0
105370235	0	0	0	0	0	0	0	0
283491	0	0	0	0	0	0	0	0
112267897	0	0	0	0	0	0	1	0
102723968	0	0	0	0	0	0	0	0
647264	0	0	0	0	0	0	1	0
105377815	0	0	0	0	0	0	0	0
144766	0	0	0	0	0	0	0	0
105370238	0	0	0	0	0	0	0	0
107987190	0	0	0	0	0	0	0	0
105370239	1	1	0	0	0	0	0	0
105370240	0	0	0	0	0	0	0	0
105370241	0	0	0	0	0	0	0	0
105370242	0	0	0	0	0	0	0	0
105370243	0	0	0	0	0	0	0	0
105370244	0	0	0	0	0	0	0	0
100616302	0	0	0	0	0	0	1	0
105370245	0	0	0	0	0	0	0	1
100616205	0	0	0	0	0	0	0	0
5101	74	40	0	0	8	14	5	2
105370247	0	0	0	0	0	0	0	0
100874064	0	0	0	0	0	0	0	0
100874086	0	0	0	0	0	0	0	0
100874087	0	0	0	0	0	0	0	0
105370246	0	0	0	0	0	0	0	0
100874145	0	0	0	0	0	0	0	0
105370248	0	0	0	0	0	0	0	0
105370249	0	0	0	0	0	0	0	0
105370250	0	0	0	0	0	0	0	0
107984622	0	0	0	0	0	0	0	0
105370251	0	0	0	0	0	0	0	0
101927072	0	0	0	0	0	0	0	0
