geneid	LNCaP_1	LNCaP_2	LNCaP_3
7469	797	833	1072
747	645	516	636
7471	0	1	0
7472	1	5	4
7473	207	192	194
7474	496	402	518
7475	0	0	1
7476	0	0	0
7477	755	713	783
7478	0	0	0
7479	3	7	7
7480	190	185	225
7481	0	1	0
7482	28	24	32
7483	35	26	16
7484	2	7	0
7485	1223	1037	1197
7486	411	431	493
7490	2	6	2
7494	3562	3525	3877
7498	15	31	15
7499	0	3	1
750	0	1	0
7503	3	2	2
7504	0	0	0
7507	369	352	404
7508	2200	1989	2187
751071	336	325	361
7511	2251	2064	2404
7512	0	0	0
7514	5625	5445	6379
7515	630	522	636
7516	446	460	485
7517	911	846	1019
7518	143	122	140
751816	0	0	0
752	10	11	9
7520	10636	9881	11224
752014	43	40	52
7525	1977	1922	2280
7528	1639	1541	1811
7529	7619	7501	8352
753	1	5	3
7531	30873	28856	32784
7532	11402	10123	11873
7533	1152	1063	1198
7534	14784	14030	16671
7535	9	5	3
7536	7689	7233	8148
7538	181	142	174
7539	147	155	236
754	5444	5238	5780
7541	698	666	759
7542	856	827	919
7543	831	721	888
7544	770	736	924
7545	0	0	0
7546	585	596	683
7547	0	0	2
7549	193	193	235
755	367	321	388
7551	2431	2269	2598
7552	175	152	188
7553	707	731	825
7554	254	279	337
7555	7613	7016	7839
7556	409	482	573
7559	857	799	1024
7561	300	294	308
7562	611	665	783
7564	392	320	372
7565	215	199	238
7566	418	363	457
7567	96	78	100
7568	0	0	0
7569	246	238	240
757	1317	1181	1418
7570	4	1	1
7571	252	242	256
7572	6061	5765	6717
7574	275	229	309
7576	805	808	896
7579	299	297	290
758	0	0	0
7580	1647	1586	1775
7581	1889	1866	2204
7582	1661	1736	2008
7584	392	377	447
7586	8416	8159	9191
7587	980	999	1146
7589	315	283	332
759	0	0	0
7592	464	421	464
7593	665	673	822
7594	684	713	796
7596	346	350	380
7597	224	212	242
760	0	0	1
761	0	0	0
762	2	5	2
7620	0	0	0
7621	215	178	241
7625	695	643	720
7626	684	724	801
7627	467	397	467
7629	1310	1234	1324
763	9	2	2
7633	413	385	488
7634	0	0	0
7637	2550	2517	2872
7638	49	49	53
7639	275	269	334
7643	0	0	1
7644	1021	1072	1232
765	0	0	0
7652	0	0	1
766	0	0	0
767	0	0	0
7673	73	68	81
7675	402	402	526
767557	0	0	0
767558	0	0	0
767561	0	0	0
767562	0	0	0
767563	0	0	0
767564	0	0	0
767565	0	0	0
767566	0	0	0
767567	0	0	0
767568	0	0	0
767569	0	0	0
767577	0	0	0
767578	0	0	0
767579	0	0	0
767580	0	0	0
767581	0	0	0
767582	0	0	0
767583	0	0	0
767584	0	0	0
767585	0	0	0
767588	0	0	0
767589	0	0	0
767590	0	0	0
767591	0	0	0
767592	0	0	0
767593	0	0	0
767594	0	0	0
767595	0	0	0
767596	0	0	0
767597	0	0	0
767598	0	0	0
767599	0	0	0
767600	0	0	0
767603	0	0	0
767604	0	0	0
767605	0	0	0
767606	0	0	0
767608	0	0	0
767609	0	0	0
767610	0	0	0
767611	0	0	0
767612	0	0	0
7678	306	385	370
767811	0	0	0
767846	0	1	5
768	0	0	2
768096	0	0	1
768097	1	0	2
7681	265	272	311
768206	0	0	0
768211	414	346	430
768212	0	0	0
768213	0	0	0
768214	0	0	0
768215	0	0	0
768216	0	0	0
768217	0	0	0
768218	0	0	0
768219	0	0	0
768220	0	0	0
768222	0	0	0
768239	0	0	0
7686	1	0	1
7690	1054	986	1140
7691	181	173	221
7692	490	456	548
7693	669	626	720
7694	81	63	57
7695	289	273	317
7696	117	137	149
7697	525	538	546
7699	781	724	793
770	125	115	113
7700	172	146	168
7701	1384	1361	1543
7702	996	963	1135
7703	2886	2849	3109
7704	514	494	642
7705	3628	3422	4034
7706	3911	3721	4177
7707	1562	1440	1777
7709	520	527	602
771	526	467	556
7710	2	3	1
7711	167	178	166
7712	0	0	1
7716	1479	1440	1694
7718	101	96	107
7726	2099	2052	2227
7727	406	351	429
7728	244	257	312
773	0	1	1
7730	0	0	0
7732	8	6	8
7733	310	345	370
7737	583	520	630
7738	333	342	407
7739	181	202	157
774	16	23	26
7741	230	210	233
7743	821	712	879
7745	1029	954	1127
7746	318	296	333
7748	1301	1182	1371
775	9	9	5
7750	2299	2096	2496
7752	305	309	375
7753	777	645	764
7754	75	87	95
7755	341	271	398
7756	6447	5949	6760
7757	3	2	3
776	231	220	252
7760	561	541	610
7761	149	178	178
7762	266	195	204
7763	3441	3371	3907
7764	4837	4720	5365
7766	150	121	153
7767	330	303	351
7768	140	119	169
7769	441	396	495
777	2	0	2
7770	317	311	330
7771	155	141	154
7772	527	496	544
7773	87	57	95
7775	755	704	838
7776	631	693	790
7779	171	153	194
778	0	0	0
7780	0	0	0
7781	19	27	27
7782	7540	7525	8732
7783	0	0	0
7784	411	409	507
7786	504	462	504
7789	162	160	201
779	0	1	3
7791	1675	1478	1696
7798	810	763	844
7799	1440	1349	1536
780	5632	5275	5772
7802	177	137	190
7803	5895	5578	6618
7804	1079	1017	1136
7805	1	1	0
780776	3	1	0
780851	2	0	7
780852	0	0	0
780853	0	0	0
780854	0	0	0
7809	0	0	0
781	0	0	0
7812	24061	22988	26311
7813	811	716	870
7818	4535	4128	4852
782	61	86	106
7827	0	0	0
783	92	56	69
7832	1516	1341	1525
7837	364	332	403
784	1309	1243	1447
7840	462	450	555
7841	1033	951	1049
7844	904	865	975
7846	3175	2987	3400
7849	9	6	16
785	2	2	1
7850	5	3	4
7851	45	42	51
7852	3	3	3
7855	373	384	441
7857	0	3	4
786	0	0	0
7862	687	658	773
7866	2484	2343	2512
7867	3866	3551	4043
7869	1076	1110	1200
7871	1371	1345	1535
7873	2512	2158	2533
7874	3360	3154	3527
7879	6563	6076	7152
788	477	495	580
7881	0	0	1
7884	1362	1261	1444
78986	0	0	0
78987	1411	1275	1489
78988	1346	1187	1368
78989	1	0	0
78990	374	343	403
78991	1655	1506	1766
78992	1204	1175	1300
78994	832	779	930
78995	106	110	108
78996	2524	2385	2914
78997	1	0	0
78998	181	176	195
78999	506	527	556
790	3224	3232	3505
79000	121	113	125
79001	1105	1105	1273
79002	3223	2980	3397
79003	1245	1101	1417
79004	2823	2772	3032
79005	6	9	5
79006	813	721	827
79007	2048	2052	2270
79008	0	0	0
79009	1067	1046	1122
79012	12	10	13
79015	2	2	1
79016	1626	1408	1668
79017	3663	3445	3830
79018	603	522	638
79019	478	423	538
79020	612	595	700
79022	4170	3832	4403
79023	439	435	567
79024	0	1	2
79025	6	8	11
79026	5884	5633	6566
79027	0	0	1
79029	382	385	424
7903	16	19	20
79031	678	656	743
79033	2293	2265	2556
79034	822	809	881
79035	1731	1533	1793
79036	2767	2510	2890
79037	1	2	0
79038	1221	1169	1288
79039	2940	2779	3289
79041	104	111	131
79042	1648	1602	1672
79047	2269	2122	2334
79048	1383	1289	1519
7905	3922	3745	4353
79050	531	456	572
79053	1496	1367	1530
79054	66	58	80
79056	577	529	699
79057	0	0	0
79058	832	795	970
79064	427	367	446
79065	2343	2274	2569
79066	1968	1893	2121
79068	1664	1590	1796
79070	204	169	216
79071	1300	1301	1445
79072	374	338	417
79073	2536	2353	2713
79074	412	406	469
79075	401	319	436
79077	2745	2557	2743
79078	284	275	327
79080	2325	2113	2476
79081	105	109	134
79083	2484	2550	2764
79084	1646	1583	1751
79085	4244	3847	4325
79086	1976	1854	2033
79087	944	876	964
79088	449	453	502
79089	555	523	584
79090	420	419	450
79091	385	398	437
79092	296	344	368
79094	431	416	459
79095	1066	942	1162
790952	0	0	0
790955	763	717	772
79096	956	963	967
79097	0	0	4
79098	5695	5639	6270
79100	1	0	0
79101	833	810	875
79102	2139	2004	2337
79104	0	0	0
79109	2964	2831	3177
791114	0	0	0
791115	0	0	0
7913	2220	2277	2673
79132	72	58	75
79133	410	437	502
79134	1497	1318	1488
79135	911	844	907
79136	0	0	0
79137	2305	2205	2348
79139	1761	1641	1868
79140	220	185	248
79142	2224	2070	2363
79143	3943	3609	4005
79144	7574	7065	8118
79145	503	504	545
79147	315	251	381
79148	0	2	0
79149	113	137	125
7915	170	135	185
79152	97	90	102
79153	34	50	39
79154	326	322	382
79155	646	612	700
79156	80	70	69
79157	697	695	753
79158	3132	2989	3475
79159	655	575	710
7916	15820	15609	17488
79161	83	86	110
79165	219	188	235
79166	0	0	0
79168	0	0	0
79169	430	402	509
7917	9947	9668	10911
79170	1167	1100	1214
79171	1739	1653	1778
79172	844	822	913
79173	151	134	149
79174	1134	1054	1274
79175	426	394	483
79176	245	261	311
79177	250	226	259
79178	1435	1466	1609
7918	581	600	659
79180	427	403	421
79183	1374	1298	1446
79184	1049	985	1183
79187	26	24	28
79188	1379	1273	1486
7919	1	2	4
79190	12	10	5
79191	322	322	399
79192	0	0	0
7920	1597	1482	1702
7922	3459	3281	3578
79228	488	417	483
7923	495	462	517
79230	474	414	466
79258	200	176	225
79269	1074	960	1169
79290	5	0	3
79295	0	0	0
793	0	0	0
79310	0	0	0
79315	41	28	36
79317	0	0	0
7932	0	0	0
79324	0	0	0
79334	0	0	0
79339	2	7	0
79345	0	2	0
7936	1448	1468	1610
79363	143	145	195
79364	1306	1308	1468
79365	10	3	7
79366	451	484	500
79368	0	0	0
79369	48	77	77
79370	1	2	0
794	0	0	0
7940	0	0	0
79400	11	7	19
7941	13	12	15
79411	267	302	316
79412	19	15	21
79413	0	0	0
79414	346	308	361
79415	1519	1427	1698
7942	163	174	184
79441	464	488	555
79442	3	2	2
79443	3027	2867	3414
79444	1	1	0
79446	268	262	231
79447	1922	1811	1921
79465	114	131	124
79469	23	6	17
79473	1	0	0
795	0	0	0
79501	0	0	0
79541	0	0	0
79544	0	0	0
7955	0	0	0
79567	1720	1551	1854
79568	324	298	393
7957	431	347	423
79570	5	7	11
79571	1083	968	1085
79572	2394	2262	2716
79573	536	501	656
79574	0	0	0
79575	751	672	824
79576	574	528	595
79577	1580	1560	1700
79581	2855	2769	3023
79582	267	248	255
79583	457	384	482
79585	64	52	76
79586	1187	1100	1260
79587	687	684	750
79589	112	104	141
79590	3640	3527	3901
79591	894	894	929
79594	928	913	968
79595	1386	1297	1459
79596	252	253	278
79598	838	943	1010
796	1	0	0
79600	1194	1091	1274
79602	2384	2148	2449
79603	3200	2914	3204
79605	49	33	42
79607	660	634	665
79608	267	279	307
79609	212	195	250
79611	17	8	8
79612	239	241	278
79613	476	414	522
79616	38	40	47
79618	1739	1683	2012
79621	320	294	379
79622	1401	1275	1482
79623	27	22	35
79624	783	726	899
79625	0	0	0
79626	0	1	0
79627	1136	1079	1314
79628	5	8	9
79629	451	373	449
79630	7	10	13
79631	1021	945	1052
79632	133	141	156
79633	2	2	1
79634	704	703	783
79635	262	232	257
79637	385	333	390
79639	216	207	241
79640	1511	1459	1590
79641	2567	2570	2816
79642	1	0	3
79643	619	609	695
79644	1398	1220	1480
79645	0	0	0
79646	1830	1779	2042
79647	3012	2813	3235
79648	648	643	770
79649	213	188	224
7965	2388	2121	2433
79650	1361	1247	1452
79651	397	322	438
79652	0	0	0
79654	1857	1755	1965
79656	15	15	8
79657	1223	1206	1363
79658	612	609	681
79659	616	561	810
79660	579	555	632
79661	243	219	303
79663	249	226	299
79664	1588	1529	1781
79665	2195	1987	2429
79666	269	255	278
79667	22	15	25
79668	522	527	507
79669	44	33	49
79670	1033	1043	1260
79671	2142	2094	2267
79672	877	844	985
79673	501	445	538
79674	20	30	30
79675	558	552	655
79676	501	441	484
79677	579	534	659
79679	10	11	14
79680	1396	1309	1476
79682	1217	1100	1310
79683	409	376	429
79684	282	285	355
79685	574	564	623
79686	18	14	11
79689	0	0	0
79690	38	33	42
79691	1093	1005	1164
79692	270	298	327
79693	878	810	893
79694	6816	6725	8086
79695	8	11	14
79696	146	154	154
79697	2	2	5
79698	0	0	0
79699	1469	1487	1601
797	0	0	0
79701	1276	1210	1342
79703	488	413	507
79705	79	62	84
79706	15	15	18
79707	972	905	1071
79709	3235	2837	3135
79710	1363	1325	1437
79711	3522	3277	3649
79712	249	202	262
79713	116	139	158
79714	1065	1026	1063
79716	8	6	4
79717	1996	1813	2164
79718	11987	11266	13516
79719	2319	2103	2389
79720	1755	1771	2009
79722	0	0	0
79723	562	536	645
79724	1341	1324	1474
79725	266	285	338
79726	1208	1077	1249
79727	0	0	0
79728	320	336	391
79729	100	121	150
79730	0	0	0
79731	966	915	1038
79733	267	237	313
79734	423	420	450
79735	1715	1654	1818
79736	345	367	406
79738	1407	1435	1746
79739	787	749	857
79740	294	307	297
79741	90	93	93
79742	174	140	178
79744	450	438	508
79745	68	52	75
79746	929	866	997
79747	0	1	0
79748	3	4	16
7975	832	697	869
79750	0	0	0
79751	1634	1473	1738
79752	1042	1020	1262
79753	754	666	766
79754	732	678	733
79755	3	0	0
79758	178	145	173
79759	470	404	445
7976	889	881	1074
79760	212	221	262
79762	1367	1334	1411
79763	1864	1821	1906
79767	1354	1275	1546
79768	505	460	603
79770	1634	1523	1796
79772	153	155	204
79774	356	400	435
79776	205	205	234
79777	514	492	530
79778	332	359	430
7978	409	368	472
79780	53	35	51
79781	4	0	3
79782	167	175	232
79783	78	87	101
79784	2349	2326	2532
79785	0	0	0
79786	1301	1267	1478
79788	30	40	31
79789	895	902	1000
7979	1410	1245	1567
79791	704	618	745
79792	11	14	9
79794	1255	1113	1275
79796	948	858	1032
79797	410	389	413
79798	529	417	486
79799	2	0	4
7980	0	0	0
79800	363	350	399
79801	583	548	588
79802	9	3	3
79803	965	861	995
79804	0	0	0
79805	942	900	1072
79807	642	606	736
79809	937	907	1065
79810	990	890	1049
79811	2413	2362	2650
79812	7	6	8
79813	3056	2831	3274
79814	1	0	1
79815	556	485	593
79816	211	230	249
79817	3	1	4
79818	816	815	904
79819	19	22	40
7982	5257	4765	5685
79820	12	4	7
79822	750	738	842
79823	76	94	92
79825	80	72	90
79827	5	6	2
79828	662	629	756
79829	1107	1090	1197
79830	521	539	601
79831	142	119	137
79832	2118	1956	2330
79833	325	307	356
79834	12	7	10
79836	4	3	3
79837	1885	1767	2062
79838	10	8	13
79839	24	18	11
7984	507	509	557
79840	276	318	295
79841	0	0	0
79842	354	327	363
79843	0	0	0
79844	221	215	247
79845	295	249	292
79846	1788	1800	2093
79847	178	156	183
79848	321	344	397
79849	0	0	0
79850	818	792	918
79852	3	2	3
79853	0	0	0
79854	17	15	22
79856	166	137	183
79857	16	10	11
79858	149	122	141
79861	0	0	2
79862	295	281	322
79863	852	940	985
79864	0	0	0
79865	0	0	0
79866	50	59	79
79867	561	517	584
79868	1060	946	1131
79869	3621	3329	3867
79870	2	0	0
79871	823	835	924
79872	940	912	986
79873	392	378	389
79874	966	872	993
79875	51	45	49
79876	1206	1173	1338
79877	1267	1222	1256
79879	152	147	220
7988	500	508	569
79882	2620	2514	2997
79883	0	2	8
79884	1093	1069	1281
79885	924	868	969
79886	776	744	851
79887	0	0	0
79888	4019	3826	4439
79890	2	3	0
79891	206	180	219
79892	1779	1676	1803
79893	1701	1658	1943
79894	1094	1109	1278
79895	11	10	18
79896	1295	1326	1418
79897	1	0	1
79898	418	451	529
79899	1	0	1
799	0	0	0
79901	0	1	3
79902	1170	1113	1363
79903	2098	1839	2141
79905	5	8	5
79906	157	126	136
79908	0	0	0
7991	1403	1378	1578
79912	483	483	514
79913	394	360	352
79915	251	258	286
79917	82	68	68
79918	500	489	618
79919	70	66	65
79921	2712	2586	2918
79922	222	210	216
79923	0	0	0
79924	1632	1573	1868
79925	106	100	132
79927	0	0	0
79929	55	56	55
7993	559	524	651
79930	69	73	74
79931	0	0	0
79932	4681	4430	5089
79933	2	2	1
79934	1507	1438	1608
79935	3	5	9
79937	97	98	109
79939	3061	2822	3327
7994	2366	2220	2605
79940	89	88	82
79943	332	271	355
79944	912	853	906
79946	37	30	39
79947	605	592	684
79948	3	4	2
79949	16	6	19
79953	0	0	0
79954	810	774	943
79955	34	23	39
79956	1523	1425	1677
79957	165	140	171
79958	17	21	24
79959	393	294	385
79960	626	669	713
79961	0	0	0
79962	756	781	838
79963	201	186	241
79966	410	384	431
79968	241	197	219
79969	759	723	804
79970	450	400	467
79971	552	511	553
79973	80	74	102
79974	0	0	0
79977	2460	2413	2665
79979	959	855	951
79980	635	617	725
79981	10	3	3
79982	968	933	1113
79983	61	56	85
79986	82	81	79
79987	19	16	24
79989	522	472	587
79990	2081	1954	2179
79991	706	709	825
79992	0	0	0
79993	451	478	536
79998	0	0	1
79999	0	0	0
800	13247	12780	14943
8000	119	144	166
80000	429	386	486
80003	721	727	821
80004	2738	2502	2832
80005	1159	1119	1340
80006	914	894	996
80007	285	277	345
80008	0	0	0
8001	0	0	0
80010	1165	1150	1366
80011	1797	1608	1919
80012	1355	1355	1501
80013	1572	1486	1696
80014	35	41	53
80017	1051	983	1109
80018	1333	1296	1548
80019	221	230	209
80020	3802	3573	3824
80021	823	698	820
80022	365	362	429
80023	1868	1854	2003
80024	785	700	847
80025	789	688	920
80028	1324	1340	1445
80031	12	16	24
80032	7	5	7
80034	54	59	53
80035	25	27	19
80036	0	0	2
80039	31	28	31
80045	196	162	171
80054	280	271	337
80055	397	355	434
80059	5	3	9
80063	0	0	0
80067	534	539	627
80069	37	30	25
80070	7	23	24
80071	257	218	283
80072	52	59	65
80086	3	0	0
80094	1	0	1
80095	634	647	721
80097	1691	1432	1662
80099	0	0	0
801	8877	8630	9590
80108	50	46	49
80110	561	566	681
80111	0	0	0
80114	2	3	3
80115	15	27	30
80117	0	0	0
80119	272	227	279
80122	0	0	2
80124	618	595	684
80125	1	1	0
80127	159	174	219
80128	77	69	100
80129	1	0	0
8013	2	7	1
80131	531	532	568
80133	2	2	0
80135	2202	1944	2407
80139	237	228	301
80142	2644	2320	2675
80143	1472	1412	1490
80144	921	957	968
80145	1226	1069	1261
80146	617	576	652
80148	795	855	894
80149	926	937	1006
80150	144	158	175
80152	818	885	940
80153	1950	1949	2119
80154	1333	1255	1463
80155	1793	1651	1966
80157	4	3	2
80161	116	130	155
80162	549	624	713
80164	3006	2889	3277
80167	312	251	344
80168	4	1	2
80169	1249	1122	1321
80173	808	787	967
80174	428	380	430
80176	129	135	136
80177	0	0	0
80178	288	233	291
80179	2577	2441	2906
80183	6	1	1
80184	420	455	549
80185	723	689	767
8019	2654	2647	2959
80194	2024	1968	2225
80195	1167	1127	1267
80196	1853	1673	2052
80198	835	802	958
80199	207	178	204
80201	0	0	2
80204	980	897	1069
80205	1041	1060	1231
80206	269	227	293
80207	689	694	732
80208	3542	3534	3864
80209	1055	984	1198
8021	2318	2263	2606
80210	425	391	482
80212	765	673	712
80213	1041	977	1071
80215	0	0	0
80216	226	189	260
80217	49	47	49
80218	4342	4059	4771
80219	777	775	814
8022	2	0	0
80221	285	270	293
80222	1889	1852	1997
80223	1694	1579	1687
80224	517	450	537
80227	1001	907	1081
80228	1188	1097	1245
80230	1058	1021	1142
80231	0	0	0
80232	3875	3593	4257
80233	1902	1817	1946
80235	215	192	224
80237	571	499	628
80243	9	15	17
80254	807	819	951
80255	2796	2625	3227
80256	1032	1015	1056
80258	215	195	201
80262	1513	1354	1559
80263	526	484	552
80264	306	315	357
80267	1447	1532	1672
8027	853	853	945
80270	1677	1440	1579
80271	469	483	487
80273	1642	1531	1607
80274	8	4	7
80279	3030	3002	3445
8028	799	801	911
8029	24	26	39
80298	660	622	751
8030	2102	1993	2314
80301	272	277	281
80303	15	19	21
80304	424	419	440
80305	1056	1020	1209
80306	1031	984	1094
80307	60	77	75
80308	2026	1983	2241
80309	0	0	0
8031	4152	3831	4556
80310	10	13	22
80311	455	460	489
80312	140	149	151
80313	561	519	605
80314	1493	1339	1562
80315	1736	1604	1943
80316	0	0	0
80317	324	330	375
80318	265	264	297
80319	2	3	3
80320	112	95	136
80321	1313	1227	1426
80323	0	0	0
80324	575	459	614
80325	245	290	314
80326	44	40	46
80328	176	181	177
80329	255	261	306
80331	5300	5172	5793
80332	5	10	2
80333	0	0	0
80335	5285	4947	5670
80336	596	609	737
80339	76	64	72
8034	1066	992	1084
80341	0	2	1
80342	0	1	0
80343	0	0	0
80344	4433	4271	4650
80345	327	344	383
80346	979	945	1096
80347	2262	1991	2354
80349	1711	1587	1834
80350	165	174	216
80351	3058	3015	3427
80352	4	1	0
8036	1648	1627	1956
8038	16	16	19
80380	0	0	0
80381	4386	4080	4727
8045	684	601	760
8048	0	0	0
805	6247	5659	6644
8050	1947	1737	2031
8061	2	2	3
8065	1697	1729	1894
80700	3097	2893	3414
80704	0	0	0
80705	94	63	101
80709	243	227	283
80712	0	0	0
80714	54	34	59
80723	0	0	0
80724	1291	1136	1445
80725	551	545	632
80726	404	354	443
80727	3815	3580	4176
80728	294	309	397
8073	3096	2975	3418
80731	0	0	0
80736	3217	3263	3628
80737	53	58	82
80739	11	16	23
8074	0	1	0
80740	1	1	0
80741	1	2	4
80742	483	475	503
80745	125	133	139
80746	928	839	1080
80755	0	0	1
80757	40	41	39
80758	241	196	232
80759	5	7	12
8076	0	0	0
80760	0	0	0
80761	36	47	36
80762	2871	2703	3255
80763	2	1	0
80764	833	806	900
80765	110	121	114
80772	969	916	1039
80774	127	107	115
80775	383	382	423
80776	107	83	97
80777	2288	2137	2409
80778	153	166	164
8078	5602	5566	6068
80781	530	533	610
80789	1333	1303	1388
8079	9633	8971	10184
80790	1972	1827	2074
808	9715	9504	10451
80816	0	0	0
80817	378	320	405
80818	311	341	371
8082	0	0	0
80820	1250	1197	1293
80821	687	650	696
80823	399	438	487
80824	3137	3240	3606
80829	2753	2595	2993
80830	11	5	12
80831	0	0	0
80832	13	8	15
80833	13	22	11
80834	0	0	0
80835	32	41	28
8085	4897	4859	5425
80851	1609	1575	1794
80852	2	1	1
80853	804	732	917
80854	6317	6052	7208
80856	670	605	759
8086	2234	2091	2501
80862	117	99	148
80863	22	13	15
80864	0	0	3
80868	11	5	9
8087	3421	3338	3807
8089	849	754	894
80895	616	570	615
80896	125	127	124
8091	0	0	0
8092	0	2	0
80975	16	14	14
8099	3241	3063	3267
81	10012	9684	10731
810	0	1	1
8100	438	370	465
81025	0	0	0
81027	4	3	7
81029	2	0	2
81030	0	0	0
81031	0	0	0
81033	72	44	51
81034	524	437	533
81035	861	833	932
81037	3366	3115	3584
81050	0	0	0
8106	93	118	127
81061	0	0	0
81099	0	0	0
811	37934	36071	40164
8110	27	29	45
8111	2	1	1
81127	0	0	0
8115	0	0	0
81168	0	0	0
8120	49	43	42
8125	4048	3704	4332
8128	0	2	2
81282	0	0	0
81285	54	44	69
813	2720	2573	3018
81300	0	0	0
81309	0	0	0
8131	1810	1748	1851
81318	0	0	0
81327	0	0	0
81328	0	0	0
81341	0	0	0
81343	0	0	0
8139	128	111	136
81392	0	0	0
81399	0	0	0
814	0	0	0
8140	311	243	339
81442	0	0	0
81448	0	0	0
81466	0	0	0
81469	0	0	0
81470	0	0	0
81472	0	0	0
8148	8322	7929	9210
81488	16	26	17
81490	714	608	760
81491	595	653	732
81492	0	0	0
81493	16	14	24
81494	0	0	0
815	0	3	0
81501	0	0	0
81502	4369	3847	4429
8153	2	1	0
81532	379	382	435
81533	1447	1307	1614
81537	1039	1019	1196
81539	5004	4926	5605
81542	1054	963	1178
81543	121	122	180
81544	136	117	145
81545	883	847	976
81550	366	312	491
81551	5	3	2
81552	794	785	903
81553	182	136	155
81554	2118	2013	2223
81555	1729	1596	1863
81556	1637	1534	1825
81557	1	1	1
81558	707	639	798
81559	1176	1056	1158
81562	768	660	793
81563	1888	1805	1953
81565	777	752	869
81566	1486	1405	1617
81567	6	14	2
81569	5	8	11
81570	1374	1285	1410
81571	622	520	635
81572	1230	1213	1314
81573	1085	1026	1183
81575	204	150	221
81576	530	548	648
81577	1270	1140	1353
81578	0	0	0
81579	1342	1374	1455
816	216	218	235
81602	173	184	206
81603	1553	1505	1675
81605	1770	1822	1835
81606	22	10	20
81607	371	291	364
81608	1321	1223	1375
81609	1910	1774	2138
8161	966	841	1007
81610	1265	1139	1304
81611	969	922	1092
81614	1745	1759	1907
81615	34	30	25
81616	2	0	5
81617	1265	1147	1380
81618	1621	1480	1657
81619	3188	3062	3358
81620	645	640	698
81621	190	189	199
81622	685	583	664
81623	10	6	12
81624	415	388	451
81626	0	0	0
81627	774	736	883
81628	1495	1377	1609
81629	1	1	2
81631	806	740	845
8165	3571	3370	3846
81669	3838	3789	4460
81671	2312	2147	2594
81688	4554	4075	4881
81689	1165	1116	1347
81691	369	340	430
81693	0	2	0
81696	0	0	0
81697	0	0	0
81698	0	0	0
817	298	266	299
8170	0	5	1
81704	0	0	0
81706	207	215	241
8174	0	0	2
8175	2438	2259	2598
8178	835	781	832
81786	52	57	55
81788	375	296	354
81789	448	402	514
81790	206	173	243
81792	0	0	2
81793	1	0	0
81794	0	0	0
81796	461	453	519
81797	0	0	0
818	1342	1201	1399
81831	1770	1652	1913
81832	8550	8280	9626
81833	0	0	0
81839	1388	1303	1367
81844	519	568	627
81846	2891	2801	3247
81847	757	713	841
81848	5	3	2
81849	9	8	3
81850	0	0	0
81851	0	0	0
81853	1079	1044	1100
81854	39	28	38
81855	673	695	703
81856	333	301	412
81857	951	868	965
81858	1343	1297	1490
8187	409	449	476
81870	0	0	0
81871	0	0	0
81872	0	0	0
81873	1527	1480	1648
81875	2016	1969	2196
81876	11089	10444	11571
81887	1602	1566	1859
81888	1	2	1
81889	1189	1104	1255
8189	1327	1238	1400
81890	983	903	992
81892	1709	1566	1713
81893	0	6	2
81894	285	341	349
819	1351	1255	1463
8190	0	0	0
8192	1974	1835	2073
81926	663	549	678
81928	982	889	1015
81929	2013	1978	2243
8193	144	134	147
81930	224	251	285
81931	96	118	106
81932	1005	995	1017
8195	1218	1104	1217
820	0	0	0
8200	11	7	3
8202	1133	1049	1222
8204	3152	3185	3739
8208	1296	1205	1406
8209	168	164	180
821	15756	15170	17292
8214	0	0	0
8216	1455	1346	1505
8218	345	341	371
822	24	28	26
8220	486	537	546
8224	9	6	9
8225	1714	1563	1806
8226	389	320	394
8227	894	882	1066
8228	1283	1076	1251
823	5569	5733	6172
8233	163	158	153
8237	1806	1677	1956
8239	3768	3612	4182
824	1583	1511	1869
8241	2982	2836	3231
8242	4077	3994	4360
8243	4719	4451	4999
825	60	55	78
826	11734	11067	12394
8260	1878	1802	1931
8263	255	223	241
8266	1999	1885	2150
8269	452	466	481
827	10	9	10
8270	910	777	906
8273	633	597	669
8277	3	3	0
828	342	296	328
8284	2169	2207	2392
8287	7223	7079	8145
8288	4	0	2
8289	4936	4716	5410
829	5746	5254	6219
8290	0	0	0
8291	1	5	8
8292	211	199	247
8293	39	36	25
8294	2	2	7
8295	3937	3831	4339
830	3239	2957	3426
8301	2946	2797	3360
8302	3	0	2
8303	2135	2006	2238
8309	37	29	40
831	2371	2251	2750
8310	539	516	658
8312	749	710	926
8313	230	220	224
8314	2828	2708	3068
8315	704	661	734
8317	828	777	873
8318	556	544	622
832	3014	2812	3262
8320	5	14	15
8321	430	399	477
8322	225	220	233
8323	1199	1230	1454
8324	78	86	92
8325	66	54	53
83259	72	77	68
8326	78	81	81
8328	0	0	0
8329	27	25	31
833	2120	1899	2229
8330	55	74	70
8331	6	3	1
8332	3	9	5
8334	479	428	529
8335	1	0	0
8336	77	62	69
8337	0	0	0
8338	13	11	15
8339	24	22	26
83394	221	187	181
834	0	0	0
8340	26	38	44
83401	0	0	1
8341	31	54	41
83416	0	0	0
83417	0	0	0
8342	1	0	0
8343	17	21	20
83439	5	6	9
8344	0	0	0
83440	1512	1421	1736
83442	1499	1277	1524
83443	3334	3245	3548
83444	3	14	6
83445	0	0	0
83446	0	0	0
83447	0	0	0
83448	795	786	875
83449	6	5	3
8345	0	0	0
83450	31	32	43
83451	971	962	1013
83452	265	234	321
8346	0	0	0
